u,g,r,i,z,class,redshift,redshift_err
19.1869,17.07793,16.03355,15.52365,15.12032,GALAXY,0.07207149,1.7825e-05
18.22709,16.15041,15.07285,14.57196,14.19689,GALAXY,0.09376729,1.898209e-05
19.35139,18.13973,17.30141,16.80046,16.48305,GALAXY,0.09653717,1.390517e-05
19.54225,18.40664,17.82269,17.4341,17.26038,GALAXY,0.08795684,7.242807e-06
19.51991,18.37838,17.87787,17.58082,17.45397,GALAXY,0.08779156,7.19708e-06
18.48317,16.74981,15.99095,15.61019,15.38804,GALAXY,0.07174163,1.256232e-05
19.35567,19.16674,18.83053,18.74405,18.61226,QSO,0.8236775,0.07558035
18.14724,16.96028,16.31061,15.91915,15.69506,GALAXY,0.1199472,9.299665e-06
19.32975,18.11866,17.44912,17.06782,16.80207,GALAXY,0.1007167,1.811575e-05
19.53459,17.77737,17.19907,16.87425,16.68572,GALAXY,0.07092435,1.516195e-05
19.28173,18.98881,18.79195,18.58804,18.49928,QSO,1.585321,0.0003918955
19.49549,17.5449,16.4058,15.93909,15.56835,GALAXY,0.1577687,2.641923e-05
19.19161,17.91413,17.22518,16.81466,16.56646,GALAXY,0.09989683,1.409352e-05
17.24067,15.32286,14.52472,14.11641,13.80964,GALAXY,0.03373582,9.175312e-06
19.18169,17.23993,16.259,15.8033,15.45428,GALAXY,0.09951575,1.967329e-05
17.20893,15.35738,14.56543,14.17283,13.89134,GALAXY,0.03395103,9.334467e-06
19.363,17.50325,16.56884,16.17298,15.82799,GALAXY,0.1101374,2.519433e-05
19.13744,18.05742,17.49249,17.14921,16.91296,GALAXY,0.1625209,1.176107e-05
19.08898,17.78342,17.35992,17.10195,17.0047,GALAXY,0.03371164,2.440049e-05
19.47058,19.33527,19.20781,19.00754,18.9998,QSO,1.627978,0.0002397791
18.90584,18.73794,18.66736,18.52077,18.52857,QSO,1.868419,0.0005145579
19.19309,18.96741,18.68372,18.42827,18.13729,QSO,0.4287103,8.104095e-05
19.31303,18.23447,17.52112,17.14151,16.93379,GALAXY,0.1671199,1.172176e-05
18.00846,16.55454,15.86143,15.49876,15.2319,GALAXY,0.03950676,1.833876e-05
18.7357,18.54424,18.32426,18.36687,18.43233,QSO,1.198628,0.0003894562
17.96687,16.09158,15.19471,14.76839,14.46744,GALAXY,0.07909571,1.56798e-05
18.63149,17.56635,17.18311,16.8627,16.78509,GALAXY,0.1012542,8.915932e-06
18.67234,17.58783,17.11369,16.79836,16.69815,GALAXY,0.09551757,6.355736e-06
19.35592,17.99153,17.41162,17.07087,16.8635,GALAXY,0.09563607,9.975965e-06
18.38556,16.9775,16.19728,15.78103,15.50813,GALAXY,0.1006393,2.534908e-05
18.86665,17.89105,17.53887,17.36717,17.24358,GALAXY,0.02046939,5.624468e-06
19.03144,18.94885,18.75892,18.79673,18.75759,QSO,0.9651231,0.0002950161
18.29561,17.1062,16.34137,15.90793,15.63956,GALAXY,0.1316954,1.258856e-05
19.0827,18.1187,17.66961,17.38189,17.25986,GALAXY,0.08041815,6.912903e-06
19.26042,17.47693,16.47268,16.04365,15.67602,GALAXY,0.1194379,1.754064e-05
19.32305,19.18193,18.94758,19.02606,18.97411,QSO,0.9668939,0.0002972116
17.82315,17.57575,17.52183,17.68929,17.56444,QSO,0.7853353,0.0001013433
19.31178,18.15804,17.47272,17.08921,16.82526,GALAXY,0.1198724,1.152877e-05
18.2007,17.10444,16.56492,16.19639,15.98678,GALAXY,0.06244467,6.07742e-06
18.84369,17.68505,17.16185,16.83756,16.68554,GALAXY,0.0,0.0
17.05678,16.18349,15.90862,15.7539,15.64709,GALAXY,0.02057751,6.740643e-06
18.09994,16.85748,16.23855,15.8576,15.65018,GALAXY,0.07166231,8.448837e-06
18.45004,16.91654,16.05401,15.62014,15.4794,GALAXY,0.1137874,1.39027e-05
18.76946,17.54126,17.01287,16.67412,16.49576,GALAXY,0.0653429,6.413803e-06
19.29263,18.5253,18.52172,18.44067,18.15102,QSO,2.396085,0.000255832
17.79882,16.59509,16.04819,15.75042,15.51516,GALAXY,0.03333035,9.060855e-06
19.06177,19.00205,18.82081,18.85754,18.73625,QSO,0.9673927,0.0005354505
19.00846,18.69813,18.84788,18.71015,18.69152,QSO,0.5828975,0.0001357172
16.54966,15.19989,14.61251,14.31176,14.12029,GALAXY,0.02181603,2.010109e-05
19.43739,18.4196,17.34893,17.89886,17.7989,QSO,6.701415,0.0006242258
19.28017,18.13145,18.09077,18.04525,17.9425,QSO,2.83384,0.0002601635
17.20996,15.72813,14.97962,14.59507,14.29322,GALAXY,0.008103337,7.067733e-06
18.4024,17.18294,16.82305,16.59682,16.52476,GALAXY,0.04147138,5.885768e-06
19.46141,17.98657,17.13484,16.70174,16.38061,GALAXY,0.08305722,2.177787e-05
18.77784,16.92692,16.07557,15.68729,15.37496,GALAXY,0.08289069,1.50015e-05
19.44048,17.46194,16.53887,16.10542,15.76884,GALAXY,0.08299281,2.152971e-05
18.96072,17.62022,16.92443,16.56386,16.3241,GALAXY,0.08327337,1.305741e-05
18.92392,17.84479,17.31906,16.96896,16.78384,GALAXY,0.07140284,8.193726e-06
18.3568,17.20987,16.61584,16.24437,16.0318,GALAXY,0.09330034,8.024482e-06
18.88614,18.72285,18.49071,18.40532,18.41109,QSO,1.318601,0.0003514607
19.56397,19.28666,18.94178,18.6707,18.37777,QSO,0.4045177,0.0001611671
19.15283,18.7847,18.71666,18.63019,18.65751,GALAXY,0.0,0.0
19.26984,17.93354,17.22705,16.83762,16.61469,GALAXY,0.09283368,9.588044e-06
18.20367,16.91819,16.32172,15.91954,15.69814,GALAXY,0.07130905,6.615992e-06
19.26802,18.08087,17.52688,17.18043,16.93431,GALAXY,0.09407777,1.076032e-05
19.09061,17.22294,16.26643,15.79767,15.43969,GALAXY,0.09227363,1.848083e-05
18.37253,17.2353,16.77901,16.44846,16.31955,GALAXY,0.08098362,7.760043e-06
19.54613,18.05848,17.17778,16.75011,16.43265,GALAXY,0.1639646,2.323005e-05
18.80204,18.76656,18.70724,18.74179,18.25055,QSO,0.3277411,3.647275e-05
19.55172,19.0935,19.00239,18.90597,18.69912,QSO,2.240362,0.0001810762
19.39878,17.96869,17.39454,17.07363,16.85597,GALAXY,0.1113072,1.654261e-05
19.29913,18.25441,17.56966,17.16791,16.95164,GALAXY,0.1857265,9.231841e-06
18.83929,18.2499,17.94581,17.57847,17.65956,GALAXY,0.1297584,7.685989e-06
19.51207,17.89707,17.00198,16.50354,16.1539,GALAXY,0.111849,1.551177e-05
17.86248,16.74778,16.31725,16.17512,16.01754,GALAXY,0.008737908,6.251283e-06
18.46733,17.30389,16.7974,16.50063,16.27968,GALAXY,0.08056372,1.17494e-05
18.63107,16.6145,15.65231,15.22256,14.89036,GALAXY,0.08104221,1.439135e-05
19.5804,17.74333,16.82912,16.35851,16.01376,GALAXY,0.0814997,1.718469e-05
18.90949,17.30947,16.56088,16.10536,15.75712,GALAXY,0.06403038,1.139643e-05
18.85612,18.20492,17.84895,17.40419,17.33799,GALAXY,0.08146244,9.487224e-06
19.1775,17.15978,16.22616,15.77819,15.43869,GALAXY,0.08267263,1.920888e-05
19.24448,18.29978,17.47531,17.01164,16.69462,GALAXY,0.1864768,1.7793e-05
18.33885,17.45113,17.17571,16.97321,16.86877,GALAXY,0.08060426,5.81226e-06
18.23624,16.38967,15.43165,14.99404,14.62988,GALAXY,0.08182562,2.050138e-05
17.47253,17.32768,17.35277,17.17342,17.20179,QSO,1.698196,0.000168547
19.39134,17.38823,16.35848,15.86923,15.50919,GALAXY,0.08237867,1.906797e-05
19.29524,17.33973,16.27388,15.77573,15.38844,GALAXY,0.1204295,3.160386e-05
19.58327,18.22169,17.29066,16.80791,16.54447,GALAXY,0.1864194,3.918094e-05
17.07009,16.01698,15.49769,15.22865,15.00324,GALAXY,0.01647883,1.066284e-05
19.38222,17.51985,16.5623,16.152,15.79257,GALAXY,0.09779009,2.25665e-05
18.68001,17.30793,16.62819,16.23697,15.98395,GALAXY,0.07605556,1.074372e-05
19.13496,17.87115,17.23075,16.8607,16.69047,GALAXY,0.05144281,9.968014e-06
19.22354,18.05169,17.64192,17.48522,17.44714,GALAXY,0.9858464,8.620642e-05
18.71944,17.92558,17.74092,17.47991,17.48123,GALAXY,0.05663323,5.416656e-06
18.72895,17.12807,16.29949,15.90556,15.61441,GALAXY,0.08384988,1.622584e-05
19.5,17.82788,16.84263,16.3853,16.09799,GALAXY,0.1679929,4.043641e-05
17.12535,16.9718,16.96081,17.0631,17.09612,QSO,1.053893,0.0002725883
18.60196,16.90575,16.25107,15.85307,15.60234,GALAXY,0.08466777,1.038633e-05
19.16361,17.19916,15.99669,15.5087,15.16683,GALAXY,0.1677029,2.799788e-05
19.40278,17.49957,16.60504,16.1868,15.89075,GALAXY,0.08830437,1.91846e-05
19.44418,18.18641,17.46572,17.04243,16.74351,GALAXY,0.1251973,7.684451e-06
19.0193,17.11394,16.16249,15.70106,15.37637,GALAXY,0.08465827,1.740284e-05
17.69628,17.57035,17.64853,17.64812,17.44545,QSO,0.4115257,6.278691e-05
18.96576,17.08094,16.15358,15.72985,15.40478,GALAXY,0.08342925,1.410933e-05
17.73601,16.55171,15.97512,15.58144,15.41266,GALAXY,0.08033109,1.09824e-05
19.21194,19.35612,19.02458,18.99963,19.09843,QSO,1.327686,0.0002979198
19.27096,18.00721,17.42826,17.03402,16.83266,GALAXY,0.09752557,7.264078e-06
18.78631,16.82082,15.81111,15.32667,14.93544,GALAXY,0.08630076,2.212798e-05
18.9528,17.07258,16.13932,15.69347,15.35795,GALAXY,0.08464233,1.917172e-05
19.36377,17.55564,16.62225,16.14737,15.78087,GALAXY,0.08305824,1.592697e-05
18.18804,16.26034,15.3197,14.88899,14.53985,GALAXY,0.08413382,1.915631e-05
18.07619,17.89686,18.11298,17.99641,17.8648,QSO,0.4467632,6.563274e-05
18.5008,18.36953,18.22451,17.94579,17.94842,QSO,1.622083,0.0001528534
18.95161,17.94694,17.58659,17.32366,17.11894,GALAXY,0.08498829,6.204508e-06
18.40547,17.76172,17.60013,17.69504,17.44923,GALAXY,0.004603982,6.460302e-06
16.4467,15.44691,15.04391,14.87753,14.87474,GALAXY,0.004920802,1.401119e-05
19.10326,17.73911,17.01576,16.61533,16.33998,GALAXY,0.1046871,1.19216e-05
18.92738,17.69791,17.17747,16.9025,16.72386,GALAXY,0.03075079,1.812339e-05
18.94708,17.55159,16.82204,16.42624,16.11518,GALAXY,0.1205111,2.34239e-05
18.49021,17.50752,17.0626,16.70704,16.56556,GALAXY,0.07386883,6.418978e-06
18.8854,17.4385,16.6661,16.27153,15.99613,GALAXY,0.09863377,1.017434e-05
18.71058,16.84029,15.85566,15.43913,15.08995,GALAXY,0.09843706,1.839893e-05
18.41901,16.72925,16.04962,15.70988,15.459,GALAXY,0.03847146,1.134989e-05
18.97611,18.50584,18.52662,18.3414,18.43511,QSO,0.5795877,8.758228e-05
17.68574,16.51124,16.06249,15.83234,15.69381,GALAXY,0.0158543,1.834094e-05
17.43019,17.35898,17.14194,17.12324,17.17201,QSO,1.247967,0.000206604
19.43916,19.01364,18.84913,18.75169,18.51723,QSO,2.163901,0.0002287078
18.11102,16.61867,15.85072,15.41151,15.10077,GALAXY,0.04899368,1.123648e-05
19.39396,19.57534,19.12378,18.94069,18.81997,QSO,1.144102,0.0004450921
17.17664,18.03775,16.74963,17.78072,23.26494,GALAXY,0.3995668,7.212116e-05
19.16527,17.55493,16.62087,16.15235,15.79382,GALAXY,0.131921,2.680226e-05
18.20139,17.00408,16.39009,16.36548,15.94086,GALAXY,0.04544651,6.907958e-06
18.55043,17.26276,16.73401,16.45004,16.24057,GALAXY,0.04586788,2.332636e-05
18.43401,17.29593,16.92699,16.69901,16.55514,GALAXY,0.02745808,7.582297e-06
19.24166,17.65178,16.7448,16.33839,16.00584,GALAXY,0.1289138,3.002619e-05
19.43219,18.21805,17.56147,17.20843,16.98114,GALAXY,0.1284809,1.623576e-05
18.75885,17.64422,17.28284,17.04697,16.92714,GALAXY,0.04561746,8.375716e-06
18.5775,17.12668,16.35867,15.94479,15.64047,GALAXY,0.09868389,1.83478e-05
18.81289,17.24544,16.51987,16.17687,15.91659,GALAXY,0.02798641,1.803646e-05
18.93569,17.1089,16.27605,15.86701,15.52312,GALAXY,0.02835009,1.555601e-05
19.39883,17.95585,17.26664,16.86796,16.61045,GALAXY,0.07680219,7.68389e-06
18.06027,17.67191,17.67063,17.5807,17.63728,QSO,0.5659048,5.285126e-05
18.38231,18.35523,18.17603,18.10516,18.09781,QSO,1.348138,0.0003541763
18.96303,17.72483,17.09744,16.70438,16.47942,GALAXY,0.1012743,1.476839e-05
18.51931,17.09624,16.4712,16.15361,15.91658,GALAXY,0.0521896,3.015553e-05
18.99199,17.50523,16.85182,16.50119,16.28495,GALAXY,0.0598187,2.201234e-05
19.40769,17.93,17.12803,16.72522,16.42318,GALAXY,0.1009038,1.686618e-05
19.30985,17.98486,17.36436,16.99993,16.73449,GALAXY,0.0928687,1.171049e-05
19.57588,18.27125,17.64303,17.2466,17.00085,GALAXY,0.1014671,8.623863e-06
19.05353,17.71364,17.04697,16.60653,16.366,GALAXY,0.100742,6.052586e-06
18.97672,17.7232,17.1286,16.78148,16.53331,GALAXY,0.1001454,1.20558e-05
18.65446,16.90598,16.0019,15.56284,15.23017,GALAXY,0.1015885,1.964423e-05
19.59349,18.16397,17.42384,16.9442,16.67185,GALAXY,0.09079359,8.530638e-06
18.6601,17.57424,17.07967,16.70557,16.56566,GALAXY,0.08807022,8.200711e-06
17.9641,16.72865,16.06513,15.67916,15.39808,GALAXY,0.0922111,9.002652e-06
18.71251,17.62315,17.18752,16.89303,16.6967,GALAXY,0.08552437,8.11109e-06
19.35217,18.15178,17.51195,17.15656,16.93954,GALAXY,0.08445549,2.38678e-05
18.35148,17.17075,16.48176,16.0658,15.85504,GALAXY,0.1086395,8.646554e-06
16.37534,15.2776,14.79708,14.57765,14.37856,GALAXY,0.01292812,9.781284e-06
19.15302,17.88187,17.14341,16.74139,16.45488,GALAXY,0.1004222,1.35188e-05
19.16749,18.12187,17.59391,17.26948,17.14347,GALAXY,0.1302713,9.914915e-06
18.69011,17.4462,16.86217,16.55128,16.38054,GALAXY,0.0573023,1.438079e-05
19.13203,17.63199,16.86114,16.48512,16.1524,GALAXY,0.1013098,2.55799e-05
19.57719,19.27216,18.93766,18.77899,18.29716,QSO,0.2786911,7.957254e-05
19.31542,18.05268,17.60183,17.36986,17.14195,GALAXY,0.02011001,1.417369e-05
19.04315,17.29315,16.44951,16.04615,15.7717,GALAXY,0.08121025,2.707799e-05
18.99461,17.91337,17.51231,17.33381,17.2441,GALAXY,0.02006635,1.896775e-05
18.27134,17.99751,18.01976,18.45836,18.43471,GALAXY,0.004649952,5.499339e-06
19.06838,17.939,17.44129,17.1191,16.90393,GALAXY,0.08824001,1.204612e-05
19.4309,18.249,17.51412,17.06623,16.87011,QSO,0.1308807,2.449629e-05
19.10497,17.16498,16.20539,15.75907,15.39652,GALAXY,0.08143799,2.064616e-05
19.40075,17.50616,16.60698,16.19841,15.87803,GALAXY,0.08047439,2.234541e-05
19.5709,17.59922,16.6991,16.27944,15.95611,GALAXY,0.07969156,1.929686e-05
18.03934,16.02606,15.08317,14.64611,14.3267,GALAXY,0.0816915,2.039829e-05
19.39046,17.45584,16.54885,16.14416,15.86141,GALAXY,0.07766123,2.564618e-05
18.44554,17.05489,16.32375,15.86535,15.58729,GALAXY,0.07929065,7.589071e-06
19.5782,17.74167,16.78341,16.31328,15.93756,GALAXY,0.08258818,2.239961e-05
19.20937,17.43026,16.50446,16.10102,15.81728,GALAXY,0.08174441,2.518341e-05
16.80783,15.63798,15.12933,14.87498,14.66375,GALAXY,0.02116951,1.957283e-05
19.40027,17.98574,17.24738,16.83726,16.54037,GALAXY,0.102872,3.094737e-05
18.10969,16.51894,16.03679,15.72492,15.69442,GALAXY,0.005150354,2.509198e-05
18.2269,17.046,16.56643,16.28546,16.0806,GALAXY,0.06402238,1.21373e-05
19.45573,18.37297,17.94295,17.62737,17.47308,GALAXY,0.08559173,6.201511e-06
19.5379,18.23564,17.55473,17.19722,16.96835,GALAXY,0.1026975,1.401788e-05
18.59384,16.98984,16.17193,15.81772,15.47561,GALAXY,0.09014313,1.707733e-05
19.39163,18.20044,17.62323,17.21244,16.9959,GALAXY,0.06360792,7.391786e-06
19.1746,17.88344,17.21857,16.84236,16.59367,GALAXY,0.1083921,1.512853e-05
18.69114,17.56362,17.20447,16.95951,16.87004,GALAXY,0.0465414,1.099404e-05
18.21745,17.14732,16.67811,16.31288,16.20769,GALAXY,0.08231483,6.709801e-06
18.38309,16.84053,16.04378,15.65654,15.35609,GALAXY,0.08857106,2.342594e-05
19.45461,18.35214,17.9248,17.58024,17.49138,GALAXY,0.1076272,7.079558e-06
19.16003,17.81198,17.11673,16.71717,16.41669,GALAXY,0.08163297,1.287247e-05
18.58447,18.31125,18.13677,18.15254,18.07763,QSO,0.8642612,0.0001482054
19.31396,17.50288,16.59911,16.12968,15.78143,GALAXY,0.09919299,2.389052e-05
19.46007,19.18452,19.11908,18.96113,18.92196,QSO,1.852684,0.0007084053
18.06606,16.81517,16.35133,16.10117,15.96263,GALAXY,0.02576607,1.541104e-05
19.43925,17.59793,16.67238,16.26051,15.9255,GALAXY,0.09647461,2.123447e-05
19.59397,17.8874,17.0774,16.73394,16.46802,GALAXY,0.0967798,1.723976e-05
18.0181,17.82904,17.90085,18.02311,18.21551,QSO,1.47062,0.0005840079
17.89908,16.72434,16.25333,15.95729,15.72701,GALAXY,0.03721648,6.775417e-06
19.30098,19.13014,19.02972,19.02939,18.88789,QSO,0.8740739,0.0003038879
19.08082,17.41509,16.49091,16.04642,15.67987,GALAXY,0.1099155,2.167235e-05
18.99172,17.24546,16.38427,15.98795,15.6695,GALAXY,0.09030007,1.785731e-05
18.95007,18.79767,18.69254,18.60781,18.38377,QSO,2.03338,0.0006159947
17.97333,16.17124,15.34788,14.95522,14.62061,GALAXY,0.03761083,1.14691e-05
19.54185,17.99761,17.09266,16.5416,16.13025,GALAXY,0.09917127,9.637361e-06
19.50515,18.10478,17.23474,16.7657,16.47833,GALAXY,0.1778128,1.161815e-05
19.19746,19.15562,18.83943,18.63283,18.20903,QSO,0.2673966,3.351911e-05
18.14619,16.49726,15.52414,15.03088,14.68175,GALAXY,0.1095741,2.469311e-05
18.17105,16.30177,15.26508,14.77864,14.38464,GALAXY,0.1102969,2.475687e-05
18.45546,17.10778,16.48745,16.13789,15.93153,GALAXY,0.03806868,2.206953e-05
19.32624,18.07456,17.49746,17.15297,17.01039,GALAXY,0.08813155,1.084313e-05
18.12706,16.81069,16.16701,15.74903,15.5111,GALAXY,0.07555418,1.010575e-05
17.47462,15.83811,15.04971,14.62749,14.311,GALAXY,0.06890301,1.185642e-05
19.43965,18.11653,17.30357,16.90954,16.59245,GALAXY,0.1252521,1.321869e-05
18.83677,17.59968,16.95048,16.56129,16.26339,GALAXY,0.08037413,1.12432e-05
19.06552,17.96311,17.49199,17.1798,17.04765,GALAXY,0.06844482,6.606915e-06
19.56665,18.11278,17.34318,16.95816,16.67842,GALAXY,0.1148188,3.81039e-05
19.36538,18.2709,17.68644,17.36341,17.19929,GALAXY,0.1522875,1.624026e-05
18.69302,17.48492,16.85855,16.42852,16.2079,GALAXY,0.09300097,8.496146e-06
18.97668,17.93791,17.52892,17.24063,17.157,GALAXY,0.0677105,7.985258e-06
18.88384,17.1923,16.36189,15.95153,15.62071,GALAXY,0.08123194,2.181728e-05
19.27795,17.67771,16.89047,16.50805,16.23565,GALAXY,0.07154611,2.574842e-05
19.57972,18.28408,17.46054,17.0684,16.72642,GALAXY,0.0842892,2.05971e-05
18.06495,16.646,15.93009,15.51704,15.24316,GALAXY,0.07847821,1.446729e-05
19.51264,17.64624,16.7154,16.28796,15.95504,GALAXY,0.08415878,1.691033e-05
18.74551,17.85606,17.37464,17.02408,16.84138,GALAXY,0.1366897,7.291021e-06
19.15665,19.07783,18.78102,18.7057,18.69828,QSO,1.341146,0.0006174777
19.08948,17.27044,16.39924,15.98271,15.6736,GALAXY,0.08358037,2.190926e-05
18.87094,17.95697,17.62159,17.3333,17.31095,GALAXY,0.08465102,7.51656e-06
19.05156,17.05121,16.06547,15.60991,15.24742,GALAXY,0.08572885,2.012396e-05
18.87739,17.627,16.9552,16.59767,16.35981,GALAXY,0.08710769,1.119305e-05
18.9014,17.06001,16.14135,15.72782,15.39988,GALAXY,0.08387753,1.948894e-05
19.22415,17.87378,17.03302,16.61206,16.28533,GALAXY,0.1172676,1.517265e-05
19.31312,17.59047,16.71713,16.28831,16.00516,GALAXY,0.08424968,2.034061e-05
19.2634,18.27691,17.48884,17.01247,16.77345,QSO,0.1597344,2.575518e-05
19.46981,19.07087,18.81081,18.41979,18.31836,QSO,1.766064,0.0001410752
18.04731,16.92747,16.59208,16.36241,16.22175,GALAXY,0.044721,5.961385e-06
19.42787,18.22855,17.55181,17.17063,16.89444,GALAXY,0.08436174,1.074444e-05
18.59967,17.42761,16.82384,16.47,16.27235,GALAXY,0.1124157,9.296521e-06
18.59785,18.38109,18.38236,18.38506,18.3451,QSO,0.7028367,0.0001464153
19.36111,17.90708,17.20449,16.79189,16.51835,GALAXY,0.0839747,9.622024e-06
18.65554,17.51074,16.95441,16.53244,16.34492,GALAXY,0.07444332,5.765257e-06
19.02877,17.05805,16.12355,15.67173,15.34267,GALAXY,0.08096584,1.857032e-05
19.58881,17.61696,16.73237,16.32802,16.03879,GALAXY,0.08169618,1.72409e-05
19.05181,17.92665,17.21166,16.81731,16.53323,GALAXY,0.08124017,1.126508e-05
19.28426,17.55905,16.68072,16.19581,15.85702,GALAXY,0.08179908,1.426571e-05
19.54479,18.1675,17.12325,16.65976,16.31158,GALAXY,0.1861107,3.445108e-05
18.70635,16.98193,16.21663,15.84458,15.5648,GALAXY,0.06404597,1.033529e-05
18.26742,17.39275,17.00057,16.67694,16.53415,GALAXY,0.08381247,7.04211e-06
18.42069,17.52503,17.12882,16.66177,16.57567,GALAXY,0.08173826,1.450453e-05
18.53594,17.14115,16.28312,15.80607,15.46439,GALAXY,0.08134525,1.344166e-05
19.15166,18.65423,17.98542,17.50728,17.33112,QSO,0.1817561,6.109112e-05
18.20875,16.31817,15.40327,14.94838,14.59542,GALAXY,0.08159997,1.661624e-05
19.28049,17.78367,17.04116,16.66253,16.39243,GALAXY,0.1153981,2.254248e-05
18.90966,17.82617,17.22904,16.89748,16.66129,GALAXY,0.120826,1.02896e-05
19.24785,18.99271,18.80524,18.59623,18.58635,QSO,1.502359,0.000378335
16.09008,14.91449,14.32554,13.91501,13.64964,GALAXY,0.04463125,4.941532e-06
18.63179,18.18673,18.0238,17.68875,17.83545,GALAXY,0.1206283,5.402559e-06
19.48767,18.14497,17.64336,17.29757,17.16178,GALAXY,0.0740535,1.25049e-05
19.57182,18.20644,17.30419,16.83613,16.48943,GALAXY,0.1746488,2.31702e-05
19.00963,18.8215,18.48748,18.32408,18.29952,QSO,1.284435,0.0002894525
18.94049,17.59972,16.92697,16.58047,16.33988,GALAXY,0.09750687,2.046422e-05
18.48344,17.4457,17.12205,16.85737,16.74147,GALAXY,0.06346171,6.685676e-06
18.87413,17.94512,17.58935,17.25179,17.1517,GALAXY,0.06277878,5.068132e-06
17.94766,16.47312,15.73696,15.30214,15.0179,GALAXY,0.04589505,9.930927e-06
18.78454,18.6443,18.31186,18.22631,17.63956,QSO,0.3406637,7.728478e-05
19.23446,17.82392,17.17782,16.81703,16.53888,GALAXY,0.07500073,2.287627e-05
19.25079,17.29677,16.37869,15.94119,15.60109,GALAXY,0.07431035,2.147912e-05
18.23952,17.3522,17.1414,16.88322,16.85088,GALAXY,0.07555289,5.906897e-06
19.56973,17.93909,17.00167,16.51232,16.13563,GALAXY,0.1051569,2.972854e-05
19.32919,19.40872,19.37841,19.14491,18.97479,QSO,1.964179,0.0003619245
18.84417,16.90734,15.90035,15.45891,15.07175,GALAXY,0.1045928,2.064349e-05
19.06428,18.00207,17.44528,17.14838,16.97518,GALAXY,0.1196319,1.679966e-05
18.54084,17.65672,17.47372,17.22299,17.17359,GALAXY,0.04709617,6.886961e-06
19.32381,17.91317,17.16472,16.71639,16.3787,GALAXY,0.04079395,6.091239e-06
18.43048,18.10085,18.20938,18.10883,18.02799,QSO,0.4841043,5.249321e-05
18.67459,17.18927,16.48333,16.1002,15.80209,GALAXY,0.07617781,2.215232e-05
19.0271,17.82631,17.27368,16.93803,16.72711,GALAXY,0.1096643,9.633017e-06
18.64636,17.0614,16.23485,15.7856,15.45177,GALAXY,0.1188189,1.088682e-05
17.36894,16.1088,15.55785,15.195,14.96661,GALAXY,0.07273643,5.389996e-06
17.85248,16.69362,16.23265,15.94208,15.75667,GALAXY,0.04547205,7.984162e-06
18.89038,16.89807,15.92845,15.51794,15.16256,GALAXY,0.1050896,2.123337e-05
16.97148,15.0429,14.24237,13.86089,13.57504,GALAXY,0.02251607,7.168121e-06
19.4645,17.9907,17.2306,16.75517,16.43048,GALAXY,0.09831185,1.121146e-05
19.11413,18.84591,19.00795,18.7938,18.56417,QSO,0.4417119,3.24296e-05
19.4603,18.10255,17.41504,17.0259,16.79302,GALAXY,0.09894927,7.402368e-06
17.35156,17.37521,17.60592,17.79112,17.96544,QSO,5.353854,0.0005636527
18.97758,17.21286,16.36994,15.97347,15.63579,GALAXY,0.04581381,1.358837e-05
18.39532,16.91397,16.212,15.79586,15.47902,GALAXY,0.1048209,1.189584e-05
18.87242,16.95665,16.10472,15.68979,15.35696,GALAXY,0.04819063,1.222342e-05
19.07352,17.73726,17.0364,16.63553,16.32989,GALAXY,0.1047505,8.272959e-06
