u,g,r,i,z,class,redshift,redshift_err
18.45272,16.84462,15.96703,15.53325,15.22941,GALAXY,0.07921813,2.667639e-05
17.50697,15.74549,14.93004,14.5336,14.21868,GALAXY,0.02728706,1.214591e-05
19.30962,17.96046,17.37865,17.04699,16.82706,GALAXY,0.05398665,8.888393e-06
19.44621,17.7462,16.84758,16.40508,16.04844,GALAXY,0.08438914,1.916114e-05
19.52789,17.57775,16.63182,16.19422,15.83456,GALAXY,0.05830718,1.546618e-05
18.58974,16.99068,16.2275,15.77609,15.43725,GALAXY,0.05920999,1.00771e-05
18.41596,17.23816,16.75388,16.45004,16.2776,GALAXY,0.05833568,6.532584e-06
17.15324,15.80188,15.18173,14.80921,14.53041,GALAXY,0.04401696,8.637177e-06
18.7,16.82385,15.92553,15.50614,15.18773,GALAXY,0.05802495,1.371651e-05
19.38855,17.40104,16.48235,16.07033,15.70809,GALAXY,0.04392764,1.371878e-05
19.28966,18.25311,17.57343,17.18205,16.90248,GALAXY,0.1636657,8.301217e-06
19.44665,18.37631,17.86821,17.46901,17.20613,GALAXY,0.08857036,5.781792e-06
19.16841,17.48896,16.59825,16.13669,15.81549,GALAXY,0.1269674,1.465622e-05
18.96146,17.43685,16.61513,16.19177,15.86035,GALAXY,0.1256537,2.130279e-05
19.5148,18.09737,17.24295,16.76161,16.44787,GALAXY,0.0809674,1.053512e-05
17.02505,15.07137,14.19486,13.78339,13.48647,GALAXY,0.0677539,1.051962e-05
18.284,16.33137,15.45633,15.04551,14.73886,GALAXY,0.06791998,8.514136e-06
19.31261,17.88058,17.26752,16.90013,16.60612,GALAXY,0.06856868,2.20089e-05
18.7747,17.5781,17.0159,16.62524,16.40615,GALAXY,0.06841835,6.743458e-06
18.81176,17.70109,17.21091,16.85382,16.69174,GALAXY,0.08083197,7.471048e-06
19.31974,18.14426,17.5869,17.20954,17.02515,GALAXY,0.1366228,7.8144e-06
19.49343,19.0698,18.38652,18.1938,17.66139,QSO,0.3304223,4.222701e-05
19.07196,18.45543,18.35793,18.3579,18.2889,GALAXY,0.02091426,6.096438e-06
19.50927,18.12367,17.45484,17.01846,16.75716,GALAXY,0.07959896,9.25827e-06
19.58406,17.62415,16.62596,16.1671,15.74457,GALAXY,0.08232366,2.202363e-05
19.09258,18.01324,17.54988,17.19303,17.02545,GALAXY,0.09191523,8.480202e-06
19.08596,19.07237,19.08728,18.89943,18.84052,QSO,1.914007,0.000164119
19.18453,18.11502,17.76603,17.48013,17.41267,GALAXY,0.0835517,6.448764e-06
19.12541,17.86209,17.32662,16.98217,16.81734,GALAXY,0.08979361,1.300306e-05
19.53066,17.6087,16.74273,16.33952,16.04812,GALAXY,0.0895499,3.040892e-05
19.34187,17.26272,16.29639,15.86164,15.56006,GALAXY,0.09070113,1.337526e-05
18.70885,16.77277,15.8551,15.41105,15.08377,GALAXY,0.0913142,1.200764e-05
19.08033,18.91749,18.96549,18.84242,18.85851,QSO,1.650882,0.0005531487
19.02723,18.71725,18.78498,18.68171,18.70596,QSO,0.6261772,0.0001019656
19.24526,17.36073,16.41886,15.97432,15.60528,GALAXY,0.08095076,1.997637e-05
19.37188,18.30153,17.70413,17.33631,17.10646,GALAXY,0.1390111,7.897479e-06
18.98945,17.06368,16.07585,15.62688,15.28687,GALAXY,0.09608191,1.271842e-05
19.19791,17.82688,17.10475,16.67747,16.45676,GALAXY,0.09656057,9.495006e-06
19.28066,18.50669,17.9521,17.57351,17.44339,GALAXY,0.1380137,1.108172e-05
18.90059,18.10989,17.81796,17.33779,17.39724,GALAXY,0.08317149,6.549449e-06
19.15897,17.74275,17.15339,16.77975,16.57415,GALAXY,0.06274281,9.423262e-06
19.3753,18.0161,17.42619,17.05678,16.93502,GALAXY,0.08190007,1.021422e-05
19.2407,17.26921,16.29315,15.81467,15.44044,GALAXY,0.08273041,1.918713e-05
18.16785,17.26439,17.02209,16.8038,16.67497,GALAXY,0.04045619,5.544794e-06
19.04386,17.90464,17.36408,16.94839,16.79804,GALAXY,0.06381848,6.068201e-06
19.11343,17.9653,17.61373,17.31045,17.45056,GALAXY,0.08184123,7.316567e-06
19.28897,17.2499,16.20603,15.70916,15.33997,GALAXY,0.09288901,1.011116e-05
19.5355,17.83886,17.13259,16.79114,16.63723,GALAXY,0.03279805,2.621518e-05
18.89587,16.81954,15.80379,15.35104,14.96098,GALAXY,0.09306214,1.695351e-05
18.30356,16.83746,16.1022,15.72913,15.42962,GALAXY,0.03353775,1.656849e-05
18.0077,16.52336,15.79504,15.42746,15.10615,GALAXY,0.03213647,1.582449e-05
19.46374,18.02827,17.40944,17.01271,16.76391,GALAXY,0.08777405,1.151405e-05
19.4948,17.9202,17.09056,16.66202,16.34234,GALAXY,0.09524489,2.412337e-05
19.38406,17.4132,16.56433,16.09679,15.75058,GALAXY,0.09375454,1.045696e-05
17.82022,16.37337,15.61044,15.21839,14.87067,GALAXY,0.03249471,1.638133e-05
19.47983,19.20625,19.00287,18.6429,18.50292,QSO,1.831576,0.0004071162
18.54237,16.86702,16.04577,15.5879,15.21532,GALAXY,0.03213125,1.29686e-05
18.74969,17.47721,16.88932,16.54642,16.32421,GALAXY,0.05071344,8.123372e-06
19.39272,17.53023,16.53664,16.00845,15.58063,GALAXY,0.07785986,1.999219e-05
18.79515,17.24402,16.51092,16.06922,15.76848,GALAXY,0.07789504,1.458094e-05
19.01908,17.9804,17.47823,17.01997,16.86898,GALAXY,0.07248693,4.54361e-06
19.56997,17.44946,16.36201,15.82359,15.4506,GALAXY,0.1169517,1.916028e-05
19.36643,17.89171,17.17413,16.73606,16.44948,GALAXY,0.08021929,8.753051e-06
19.41744,17.3108,16.16957,15.6957,15.32304,GALAXY,0.1062192,1.86489e-05
18.47734,16.84394,15.91882,15.44834,15.12518,GALAXY,0.05806117,1.510326e-05
18.02087,16.18131,15.25568,14.78436,14.42617,GALAXY,0.06205918,9.314686e-06
18.39788,16.5573,15.63292,15.17375,14.8216,GALAXY,0.0439464,1.477738e-05
19.3243,17.92082,17.45204,17.1862,17.06619,GALAXY,0.04449686,8.666466e-06
18.29665,16.2506,15.29586,14.83474,14.50509,GALAXY,0.04314469,1.01687e-05
18.48285,16.57545,15.58563,15.09322,14.74033,GALAXY,0.04445201,9.259164e-06
18.93305,17.50388,16.85227,16.48989,16.28522,GALAXY,0.04373603,1.028604e-05
19.14531,17.54398,16.67686,16.17822,15.81667,GALAXY,0.0446232,8.805453e-06
19.16461,17.81315,17.05624,16.63381,16.3885,GALAXY,0.09227547,5.570834e-06
19.18063,17.78895,17.1473,16.81193,16.59147,GALAXY,0.06486723,1.289186e-05
18.81465,17.66359,17.19378,16.86811,16.71585,GALAXY,0.09287044,6.037376e-06
18.84877,17.62764,17.04583,16.64065,16.42554,GALAXY,0.1070465,7.716149e-06
19.33711,17.86043,17.45691,17.11018,16.94379,GALAXY,0.03141671,1.419226e-05
18.60858,18.3943,17.97889,17.67771,17.41788,QSO,0.2472486,3.690493e-05
18.9502,17.03974,16.01775,15.47905,15.07813,GALAXY,0.08695956,1.524036e-05
19.12424,17.8952,17.25237,16.86638,16.62182,GALAXY,0.05745585,8.375512e-06
18.07892,16.1547,15.21941,14.78407,14.44654,GALAXY,0.08615966,1.715619e-05
19.25584,17.33404,16.42702,16.00256,15.68698,GALAXY,0.08158673,1.89839e-05
19.59842,17.69379,16.82061,16.41761,16.0986,GALAXY,0.08437274,2.350924e-05
19.52919,17.76742,16.90368,16.49825,16.24178,GALAXY,0.08372389,1.630553e-05
18.24749,18.08785,17.58759,17.37673,17.06234,QSO,0.2657186,4.540421e-05
19.20652,18.92987,18.82083,18.55733,18.37124,QSO,1.717614,0.000281177
18.6876,17.74964,17.62465,17.50329,17.42576,GALAXY,0.04718365,5.100338e-06
18.77533,17.02176,16.10543,15.62848,15.26299,GALAXY,0.0657968,1.385419e-05
19.06324,17.68478,16.93616,16.57662,16.31136,GALAXY,0.08887661,2.292739e-05
19.0983,17.23135,16.29059,15.86479,15.52385,GALAXY,0.1080594,2.855561e-05
19.34275,19.31057,19.03695,18.92286,18.92965,QSO,1.419507,0.0004580393
19.16175,18.91404,18.84763,18.9528,18.85789,QSO,0.8349702,0.0001110499
18.8274,17.06181,16.16418,15.70563,15.36079,GALAXY,0.0898544,1.6311e-05
19.58392,17.75727,16.80858,16.38325,16.07039,GALAXY,0.109901,2.880166e-05
19.18982,17.32211,16.3924,15.97268,15.63603,GALAXY,0.08496938,1.795478e-05
19.07449,17.0428,16.0991,15.67299,15.34676,GALAXY,0.08564699,1.716275e-05
19.30904,17.69053,17.20927,16.85539,16.62169,GALAXY,0.07986926,6.368762e-06
18.04583,16.97393,16.54322,16.23938,16.09174,GALAXY,0.06407484,8.330131e-06
19.00827,17.88416,17.49407,17.2077,17.08906,GALAXY,0.08023174,5.585508e-06
18.8735,17.64352,17.13049,16.80848,16.67485,GALAXY,0.084227,1.57524e-05
18.94393,17.06016,16.14226,15.73679,15.40847,GALAXY,0.08048547,1.526578e-05
19.1714,17.35582,16.41567,15.96494,15.60287,GALAXY,0.08505394,2.312943e-05
18.74394,18.21711,17.67072,17.23728,17.11224,QSO,0.1113157,2.456469e-05
19.30187,17.31892,16.34727,15.9013,15.52826,GALAXY,0.08271744,1.70634e-05
18.29363,17.22836,16.78056,16.45511,16.2948,GALAXY,0.08390605,8.91462e-06
19.30259,17.66799,16.82411,16.39498,16.0792,GALAXY,0.08586778,1.596163e-05
19.39677,18.91061,18.67256,18.75001,18.63703,QSO,1.001634,0.0002607392
19.2196,19.11657,19.04391,19.14543,18.99764,QSO,0.9141291,0.0001422262
18.82071,17.20352,16.43121,16.05666,15.77718,GALAXY,0.1134175,3.416008e-05
19.2847,17.71408,16.87306,16.43922,16.10801,GALAXY,0.1107264,1.349509e-05
18.20348,16.91445,16.2429,15.86273,15.61476,GALAXY,0.08198328,1.129746e-05
16.58451,15.42661,14.96807,14.74816,14.63355,GALAXY,0.01267416,9.890246e-06
19.33196,18.01716,17.31059,16.95747,16.67483,GALAXY,0.08398134,1.633029e-05
18.73551,17.66831,17.15733,16.81304,16.59811,GALAXY,0.08290768,8.369764e-06
19.11557,18.14349,17.81017,17.4945,17.44214,GALAXY,0.08240394,6.816338e-06
19.21977,18.55698,18.32654,18.2767,18.06106,QSO,2.291696,0.000228062
19.45001,18.84895,18.92642,18.71511,18.49317,QSO,2.266698,8.176516e-05
18.71896,18.65965,18.61586,18.34135,18.34307,QSO,1.878727,0.0005934745
17.7262,15.75583,14.84658,14.4214,14.08334,GALAXY,0.06686618,1.357416e-05
19.41755,18.08171,17.46448,17.0903,16.86987,GALAXY,0.09067135,1.097916e-05
19.18303,18.85276,18.53784,18.55163,18.13113,QSO,0.3395857,4.783267e-05
19.576,19.17332,18.81007,18.54987,18.84017,GALAXY,0.1473114,7.037325e-06
17.89664,16.55894,15.91087,15.5635,15.3284,GALAXY,0.06249849,1.69468e-05
17.95712,16.70677,16.19388,15.85508,15.64906,GALAXY,0.06248942,8.072848e-06
19.57475,17.8407,17.09549,16.75382,16.52479,GALAXY,0.08926281,2.055173e-05
19.0651,17.28791,16.35845,15.93467,15.64043,GALAXY,0.0906017,2.594763e-05
19.2675,17.89099,17.20245,16.8272,16.56545,GALAXY,0.06696795,8.961599e-06
19.53103,17.67901,16.70919,16.24996,15.87387,GALAXY,0.1275448,2.492674e-05
19.34331,18.08921,17.4872,17.15727,16.95868,GALAXY,0.06287614,9.470689e-06
19.09114,17.13496,16.13831,15.67353,15.31567,GALAXY,0.08558311,2.041202e-05
19.07445,17.43279,16.55882,16.08441,15.74659,GALAXY,0.08359117,1.431372e-05
18.98131,16.71054,15.57147,15.10434,14.73785,GALAXY,0.1383956,2.768785e-05
19.32224,17.2702,16.33712,15.88176,15.55761,GALAXY,0.07500485,1.042632e-05
19.57611,18.29079,17.56008,17.12701,16.89169,GALAXY,0.1275394,1.337195e-05
19.47105,17.8413,16.9858,16.50673,16.20528,GALAXY,0.06109945,1.055938e-05
19.40185,19.24737,19.17719,19.03578,18.83335,QSO,2.051435,0.0005946216
19.3021,19.3683,19.72333,20.03099,20.16703,QSO,1.27614,0.0001553695
18.99491,17.82123,17.38641,17.13841,17.01307,GALAXY,0.04063326,1.111791e-05
19.16561,17.57062,16.84542,16.46448,16.16904,GALAXY,0.04835856,1.227349e-05
19.49624,17.5772,17.0346,16.7061,16.45457,GALAXY,0.1024607,1.161627e-05
19.28963,19.05825,18.42827,18.0769,17.67705,QSO,0.2824394,0.0001038919
18.52144,18.28402,18.23428,18.04652,18.04981,QSO,1.754536,0.0003090294
19.14971,18.33485,17.33962,16.83115,16.55092,QSO,0.2228397,2.78039e-05
19.39679,19.38215,19.07516,19.07315,19.02819,QSO,1.183375,0.0003543599
18.99672,17.75555,17.06569,16.6796,16.39043,GALAXY,0.1323592,8.723814e-06
19.24965,17.96568,17.27961,16.82499,16.53121,GALAXY,0.1020945,7.50125e-06
19.52044,19.44924,19.62101,19.76181,19.90547,QSO,1.348551,-4.0
19.54015,18.29276,17.70251,17.3804,17.15922,GALAXY,0.0937446,1.065229e-05
19.42901,18.33184,17.8354,17.55993,17.36405,GALAXY,0.03929374,8.513563e-06
18.89982,17.72942,17.2732,16.99228,16.74974,GALAXY,0.05469498,8.877894e-06
18.41974,16.9981,16.31286,15.92246,15.66904,GALAXY,0.05448833,9.858531e-06
19.12964,17.954,17.45905,17.06921,16.86832,GALAXY,0.07020278,6.849849e-06
18.5495,17.42647,16.90259,16.53136,16.33512,GALAXY,0.07005508,5.946073e-06
19.59125,19.21168,19.12441,19.22249,18.9938,QSO,0.8283594,9.835344e-05
17.99201,17.67095,17.72097,17.53502,17.20207,QSO,0.426261,6.159527e-05
17.30763,15.54178,14.74573,14.34829,13.99981,GALAXY,0.05391903,1.407949e-05
19.08499,17.11469,16.20929,15.77207,15.43801,GALAXY,0.05201171,1.585851e-05
19.11619,17.83329,17.13442,16.72294,16.48841,GALAXY,0.103657,9.313566e-06
18.65204,17.53279,17.11213,16.82959,16.70902,GALAXY,0.07453752,9.282471e-06
16.59113,16.56202,16.62917,16.7379,16.11949,QSO,0.3223113,1.410162e-05
18.40364,17.16862,16.63165,16.23957,16.08558,GALAXY,0.0658078,6.119826e-06
19.32958,18.05559,17.24855,16.82377,16.51199,GALAXY,0.1778898,1.64406e-05
18.53421,17.08442,16.38639,15.94907,15.74157,GALAXY,0.07409082,1.279427e-05
18.93632,17.28749,16.3642,15.84941,15.43277,GALAXY,0.06993096,1.679834e-05
19.01768,17.8175,17.29992,16.94471,16.82218,GALAXY,0.06747522,5.73801e-06
19.53758,19.23147,19.04949,19.05836,18.76,QSO,2.123027,0.0006121817
19.17346,18.21556,17.66224,17.32244,17.11713,GALAXY,0.1792075,8.028604e-06
18.78549,16.94233,16.09729,15.70709,15.42419,GALAXY,0.05570233,1.648415e-05
19.56922,17.68789,16.6198,16.16474,15.8347,GALAXY,0.1393324,2.345106e-05
19.55459,18.22464,17.4254,16.9677,16.66694,GALAXY,0.1385358,1.13684e-05
18.97684,17.85599,17.33648,17.06141,16.94805,GALAXY,0.05605797,1.244236e-05
18.22581,16.96967,16.33676,15.97254,15.69594,GALAXY,0.0553996,8.840633e-06
19.30903,18.17665,17.73542,17.51125,17.34312,GALAXY,0.02507497,5.122525e-06
17.64646,16.67788,16.32883,16.20182,16.03401,GALAXY,0.01860346,7.026937e-06
19.53125,19.41105,19.33466,19.03087,18.92561,QSO,1.878805,0.0002682884
19.41537,18.14179,17.53843,17.16601,16.96008,GALAXY,0.1032152,5.890409e-06
19.41842,18.05923,17.40248,17.05188,16.81448,GALAXY,0.09824289,1.292813e-05
19.31805,18.23963,17.73939,17.38897,17.31338,GALAXY,0.07056807,8.202508e-06
18.3914,16.77695,15.92235,15.4027,15.05379,GALAXY,0.07076979,1.603587e-05
18.19024,18.04034,18.05135,18.11177,17.56272,QSO,0.352988,2.634403e-05
18.64889,17.52408,16.78751,16.36711,16.10382,GALAXY,0.1545735,6.967216e-06
19.17447,17.75637,16.97097,16.5118,16.24126,GALAXY,0.1550017,1.617613e-05
18.58518,18.43782,18.18461,18.24527,18.35275,QSO,1.069322,0.0003336652
18.83619,17.25937,16.48086,16.14061,15.86174,GALAXY,0.08291017,1.473461e-05
18.75145,17.65675,17.14518,16.80061,16.62646,GALAXY,0.07573777,7.235071e-06
19.50532,18.22923,17.58714,17.23795,17.00132,GALAXY,0.08976309,1.237986e-05
18.75862,18.6094,18.34274,18.36359,18.52702,QSO,1.112886,0.0004393291
18.90334,17.55377,16.77619,16.30276,16.01582,GALAXY,0.1274583,7.176629e-06
18.86834,16.95402,16.02207,15.63129,15.29396,GALAXY,0.09719408,1.318998e-05
17.47514,17.1777,17.26732,17.14123,17.01388,QSO,0.4721933,4.609473e-05
19.49016,17.42079,16.39831,15.94012,15.59898,GALAXY,0.10635,2.403257e-05
18.86559,17.71045,17.14646,16.80064,16.58384,GALAXY,0.1159922,7.927111e-06
18.5357,17.00667,16.24452,15.79603,15.44891,GALAXY,0.02687238,2.027675e-05
19.39856,19.26849,19.33488,19.18518,19.18066,QSO,1.706908,0.0005977244
18.38317,17.50202,17.17035,16.86652,16.79225,GALAXY,0.09238252,7.74014e-06
19.45546,17.38508,16.40328,16.008,15.65703,GALAXY,0.09214747,1.635305e-05
18.62155,17.59647,17.19559,16.84846,16.7696,GALAXY,0.1063039,6.645298e-06
18.59765,18.6521,18.7919,18.57707,18.62512,QSO,1.79243,0.0001897882
19.08149,18.95305,18.73303,18.7544,18.91279,QSO,1.225584,0.0003647779
19.49247,18.27186,17.67336,17.29617,17.17969,GALAXY,0.09667496,7.343619e-06
18.6398,16.96992,16.11255,15.66947,15.3528,GALAXY,0.08166928,1.295325e-05
19.28194,19.23016,19.28615,18.97676,19.0005,QSO,1.837352,0.0004068881
18.67766,17.61283,17.1368,16.81359,16.71619,GALAXY,0.07851418,8.841411e-06
17.68674,17.57987,17.60952,17.56364,17.50025,QSO,0.781316,0.0001316251
18.9411,17.78809,17.40729,17.1468,17.02588,GALAXY,0.07624263,5.676424e-06
18.56033,17.50507,17.08874,16.8504,16.72787,GALAXY,0.04673617,5.759671e-06
18.29154,16.80487,16.09341,15.69117,15.38921,GALAXY,0.04773903,1.186731e-05
19.50467,17.92587,17.00356,16.54153,16.24052,GALAXY,0.1223627,1.710589e-05
18.47037,17.53071,17.2868,17.01111,16.96537,GALAXY,0.05071805,6.926347e-06
18.97057,18.26942,17.92256,17.78985,17.75971,QSO,1.613113,0.0003373014
18.58512,18.51245,18.39355,18.48731,18.49156,QSO,1.037556,0.0004594602
19.05081,17.87155,17.56164,17.34752,17.18256,GALAXY,0.05091221,8.811236e-06
19.18494,17.28407,16.41079,16.0036,15.70586,GALAXY,0.06512749,1.307837e-05
19.36398,18.23215,17.71755,17.44221,17.26658,GALAXY,0.04663557,7.957196e-06
19.46527,17.84728,17.00071,16.56581,16.20629,GALAXY,0.07831088,2.122711e-05
18.60505,18.47435,18.28385,18.2323,17.98092,QSO,0.2605557,2.117942e-05
18.7316,17.16929,16.32709,15.90482,15.58347,GALAXY,0.1082572,1.605212e-05
18.85092,17.8003,17.38019,17.08022,16.96084,GALAXY,0.1060249,7.069492e-06
18.90402,17.82046,17.34101,16.99659,16.90034,GALAXY,0.07684836,9.296771e-06
19.45207,17.90011,17.12343,16.69268,16.41748,GALAXY,0.08663627,1.042336e-05
19.52228,18.24899,17.43544,17.03783,16.73029,GALAXY,0.1255717,9.308772e-06
18.54271,17.27787,16.60561,16.18599,15.92697,GALAXY,0.1253994,9.180289e-06
19.09117,17.66682,16.99706,16.61103,16.42002,GALAXY,0.1080196,8.397066e-06
19.29499,17.98199,17.36521,16.99278,16.78226,GALAXY,0.06927862,8.698311e-06
19.40217,17.86893,17.04009,16.60195,16.28606,GALAXY,0.07601459,9.784359e-06
18.06726,17.92133,17.76799,17.83525,17.74435,QSO,0.9460756,0.0002688471
19.50043,17.63478,16.67795,16.23649,15.87566,GALAXY,0.0857684,2.605964e-05
18.40487,16.63045,15.75376,15.31119,14.98012,GALAXY,0.07740269,1.213622e-05
16.8217,15.39749,14.7041,14.35087,14.09083,GALAXY,0.02065824,1.201931e-05
17.94147,16.64837,15.99603,15.60399,15.34815,GALAXY,0.08105004,7.209139e-06
19.5569,17.67873,16.73542,16.30517,15.9779,GALAXY,0.08103441,1.575753e-05
19.45431,19.38659,19.08585,19.21829,19.16345,QSO,1.139423,0.0003259277
17.80905,17.73521,17.55121,17.52088,17.5568,QSO,1.170511,0.0003665833
18.62566,17.04097,16.21627,15.79984,15.50732,GALAXY,0.1084199,2.608269e-05
18.84713,17.617,17.10948,16.79987,16.62567,GALAXY,0.07669608,1.259697e-05
19.38721,17.48886,16.51007,16.0798,15.71995,GALAXY,0.1050408,2.774283e-05
18.32692,16.6465,15.82185,15.40139,15.06009,GALAXY,0.06206989,1.109545e-05
17.56973,16.32262,15.72408,15.36903,15.09881,GALAXY,0.03859494,1.094789e-05
19.4206,17.44215,16.43345,15.9979,15.61856,GALAXY,0.1043807,1.910306e-05
18.00587,16.0048,15.0431,14.58959,14.23966,GALAXY,0.07746531,1.34626e-05
19.1726,17.76595,17.01738,16.63472,16.33071,GALAXY,0.09988375,1.025392e-05
18.23926,16.83808,16.09584,15.69657,15.40769,GALAXY,0.08648984,1.247308e-05
18.68775,16.85311,15.90634,15.42296,15.06543,GALAXY,0.08165723,1.622626e-05
18.99557,17.42066,16.65964,16.26221,16.01869,GALAXY,0.1001546,2.34019e-05
19.4666,17.53652,16.39697,15.95339,15.61715,GALAXY,0.1579932,3.456918e-05
19.42961,17.47423,16.47305,16.05398,15.69512,GALAXY,0.1018424,2.406046e-05
19.19458,17.96465,17.45418,17.03413,16.81477,GALAXY,0.1025957,9.683108e-06
19.07282,17.14698,16.0901,15.65422,15.28588,GALAXY,0.1300623,2.156396e-05
19.38331,17.71521,17.00636,16.62321,16.38642,GALAXY,0.101753,2.259383e-05
18.91463,18.68842,18.58499,18.67504,18.58196,QSO,0.9205821,0.0002963641
19.01916,17.30886,16.46382,16.0544,15.75863,GALAXY,0.09181108,1.537756e-05
17.99419,16.04183,15.17218,14.75099,14.41978,GALAXY,0.04060059,1.411233e-05
19.33751,19.20761,18.97289,19.08986,19.06269,QSO,1.058075,0.0006476364
19.4235,18.18264,17.56283,17.20606,17.00388,GALAXY,0.1203009,1.21431e-05
19.0899,17.76341,17.24146,17.00793,16.83401,GALAXY,0.0201692,7.196747e-06
19.27569,17.79387,17.02179,16.6461,16.32368,GALAXY,0.09551441,1.740195e-05
18.24139,16.49369,15.71834,15.34088,15.0519,GALAXY,0.03664962,1.305899e-05
18.28291,16.8458,16.09935,15.7184,15.42358,GALAXY,0.1003528,2.35024e-05
19.55315,17.69362,16.72261,16.30935,15.98058,GALAXY,0.09858389,2.650839e-05
19.13366,17.96026,17.41145,17.06021,16.84466,GALAXY,0.09701574,7.596906e-06
19.36342,17.70638,16.84879,16.42043,16.09499,GALAXY,0.07994021,3.178772e-05
17.7507,16.62436,16.1385,15.88479,15.66244,GALAXY,0.02035251,8.482099e-06
18.96952,17.8128,17.47987,17.31396,17.22799,GALAXY,0.02029996,2.536336e-05
19.05674,18.01649,17.68335,17.39567,17.35928,GALAXY,0.08239564,5.802775e-06
19.34189,18.53934,18.18991,17.77414,17.71549,GALAXY,0.08243393,6.883877e-06
19.20143,18.14346,17.69785,17.38174,17.16788,GALAXY,0.06340092,4.897044e-06
17.86797,16.85498,16.47099,16.27416,16.13979,GALAXY,0.02046719,1.037573e-05
18.4205,17.19726,16.82819,16.53024,16.46535,GALAXY,0.09560666,5.958068e-06
19.43274,17.49558,16.57965,16.15827,15.82523,GALAXY,0.09559756,1.524608e-05
18.05851,16.99254,16.44869,16.09596,15.87446,GALAXY,0.08232234,6.54167e-06
18.62027,17.40614,16.85332,16.50364,16.29497,GALAXY,0.08252151,5.19989e-06
19.04715,18.06803,17.70472,17.46317,17.29721,GALAXY,0.04987235,6.251904e-06
18.60609,17.75529,17.5005,17.21032,17.15631,GALAXY,0.0821519,5.775888e-06
19.04861,16.99914,15.92885,15.47555,15.0897,GALAXY,0.125301,2.060201e-05
18.75351,17.79811,17.36535,17.07306,16.91539,GALAXY,0.09356647,6.499731e-06
16.05559,14.38737,13.6283,13.23638,12.95073,GALAXY,0.02104107,8.100778e-06
18.99725,17.79724,17.18187,16.84208,16.62054,GALAXY,0.08899605,1.275969e-05
18.38026,18.47488,18.52525,18.23689,18.21683,QSO,1.874411,0.0002473314
19.52931,19.22826,19.03535,18.85903,18.6998,QSO,0.4569117,6.959138e-05
19.08387,18.97317,18.83302,18.64717,18.42493,QSO,2.013801,0.0003784014
19.55316,18.16795,17.34881,16.92028,16.57115,GALAXY,0.1173685,1.154388e-05
19.58615,18.46032,17.75759,17.35834,17.13989,GALAXY,0.1851972,1.019365e-05
19.38513,17.74258,16.89299,16.41723,16.06977,GALAXY,0.08273352,1.795038e-05
18.64236,17.65844,17.08075,16.543,16.3355,GALAXY,0.1035479,3.423694e-06
19.34769,18.12269,17.70612,17.42069,17.32476,GALAXY,0.0831046,9.313877e-06
19.31012,19.24617,19.29328,19.09631,19.18422,QSO,1.712173,0.0003853453
18.67687,17.57505,17.09365,16.81913,16.61357,GALAXY,0.03349871,7.411796e-06
19.37464,17.14057,15.95242,15.48241,15.11852,GALAXY,0.1588948,2.020728e-05
18.38274,17.16205,16.74698,16.5296,16.33767,GALAXY,0.02962338,1.261805e-05
19.57124,18.37041,17.75352,17.36376,17.11665,GALAXY,0.1493688,1.004286e-05
19.13233,17.83743,17.24699,16.90425,16.61663,GALAXY,0.07959109,1.208474e-05
19.06283,17.8539,17.0913,16.6582,16.38414,GALAXY,0.1590762,1.07095e-05
17.72758,16.86064,16.57053,16.23064,16.17709,GALAXY,0.07311461,5.316827e-06
18.56378,16.89931,16.03355,15.58331,15.33794,GALAXY,0.1169216,1.320755e-05
18.65488,17.34237,16.79778,16.49659,16.24572,GALAXY,0.0329398,1.859143e-05
19.28064,18.05083,17.37309,16.95809,16.70473,GALAXY,0.07664614,9.108851e-06
19.00423,16.77978,15.78668,15.31252,14.92504,GALAXY,0.0709569,1.721664e-05
17.34794,15.72597,14.86455,14.4103,13.97995,GALAXY,0.03795296,9.891371e-06
19.5479,18.28878,17.72591,17.40469,17.19218,GALAXY,0.04959126,1.05868e-05
19.47906,18.26842,17.67886,17.28466,16.96194,GALAXY,0.038165,5.690214e-06
19.55501,17.42945,16.39848,15.90675,15.52687,GALAXY,0.08480271,1.772712e-05
18.8466,17.62202,17.08289,16.74943,16.52151,GALAXY,0.05870758,1.001794e-05
19.28326,17.45238,16.56418,16.15141,15.80188,GALAXY,0.03664904,1.791132e-05
19.20022,17.05806,16.011,15.53903,15.13034,GALAXY,0.08509752,1.581141e-05
19.47552,19.26355,19.07161,18.79823,18.71785,QSO,1.665072,0.0002784707
19.55172,18.22124,17.66311,17.39444,17.14153,GALAXY,0.05153966,2.276176e-05
19.41234,18.22713,17.69289,17.39161,17.22241,GALAXY,0.09578907,1.009994e-05
18.90452,17.85604,17.43399,17.24685,17.01336,GALAXY,0.01000118,1.440954e-05
19.30453,17.99086,17.37061,16.99233,16.74593,GALAXY,0.07871514,9.779633e-06
19.28224,18.20857,17.69293,17.3026,17.08657,GALAXY,0.07887429,6.916921e-06
19.1095,17.67086,17.11226,16.80775,16.6219,GALAXY,0.05446574,1.543938e-05
19.44702,19.16414,18.94652,18.61883,18.55438,QSO,1.704553,0.0003862213
18.77515,16.69256,15.66392,15.19788,14.80937,GALAXY,0.08146487,2.162434e-05
17.7343,17.71738,17.59658,17.64906,17.22013,QSO,0.3021164,5.732162e-05
19.04018,18.13693,17.88122,17.75963,17.63468,GALAXY,0.01389303,3.826762e-06
